0xC07F,,TLS_DH_RSA_WITH_CAMELLIA_256_GCM_SHA384,TLSv1.2,DH/RSA,DH,CamelliaGCM(256),AEAD,
0xC081,,TLS_DHE_DSS_WITH_CAMELLIA_256_GCM_SHA384,TLSv1.2,DH,DSS,CamelliaGCM(256),AEAD,
0xC083,,TLS_DH_DSS_WITH_CAMELLIA_256_GCM_SHA384,TLSv1.2,DH/DSS,DH,CamelliaGCM(256),AEAD,
0xC085,,TLS_DH_anon_WITH_CAMELLIA_256_GCM_SHA384,TLSv1.2,DH,None,CamelliaGCM(256),AEAD,
0xC087,,TLS_ECDHE_ECDSA_WITH_CAMELLIA_256_GCM_SHA384,TLSv1.2,ECDH,ECDSA,CamelliaGCM(256),AEAD,
0xC089,,TLS_ECDH_ECDSA_WITH_CAMELLIA_256_GCM_SHA384,TLSv1.2,ECDH/ECDSA,ECDH,CamelliaGCM(256),AEAD,
0xC08B,,TLS_ECDHE_RSA_WITH_CAMELLIA_256_GCM_SHA384,TLSv1.2,ECDH,RSA,CamelliaGCM(256),AEAD,
0xC08D,,TLS_ECDH_RSA_WITH_CAMELLIA_256_GCM_SHA384,TLSv1.2,ECDH/RSA,ECDH,CamelliaGCM(256),AEAD,
0xC08F,,TLS_PSK_WITH_CAMELLIA_256_GCM_SHA384,TLSv1.2,PSK,PSK,CamelliaGCM(256),AEAD,
0xC091,,TLS_DHE_PSK_WITH_CAMELLIA_256_GCM_SHA384,TLSv1.2,DHEPSK,PSK,CamelliaGCM(256),AEAD,
0xC093,,TLS_RSA_PSK_WITH_CAMELLIA_256_GCM_SHA384,TLSv1.2,RSAPSK,RSA,CamelliaGCM(256),AEAD,
0x0080,GOST94-GOST89-GOST89,TLS_GOSTR341094_WITH_28147_CNT_IMIT,TLSv1,GOST,GOST94,GOST(256),GOST89IMIT,
0x0081,GOST2001-GOST89-GOST89,TLS_GOSTR341001_WITH_28147_CNT_IMIT,SSLv3,GOST,GOST01,GOST(256),GOST89IMIT,
0xFF00,GOST-MD5,TLS_GOSTR341094_RSA_WITH_28147_CNT_MD5,TLSv1,RSA,RSA,GOST(256),MD5,
0xFF01,GOST-GOST94,TLS_RSA_WITH_28147_CNT_GOST94,TLSv1,RSA,RSA,GOST(256),GOST94,
0xFF02,GOST-GOST89MAC,,,TLSv1,RSA,RSA,GOST(256),GOST89IMIT,
0xFF03,GOST-GOST89STREAM,,,TLSv1,RSA,RSA,GOST(256),GOST89IMIT,
0xFF85,GOST2012256-GOST89-GOST89,,,SSLv3,GOST,GOST01,GOST(256),GOST89IMIT,
0x16B7,,TLS_CECPQ1_RSA_WITH_CHACHA20_POLY1305_SHA256,TLSv1.2,CECPQ1,RSA,ChaCha20(256),AEAD,
0x16B8,,TLS_CECPQ1_ECDSA_WITH_CHACHA20_POLY1305_SHA256,TLSv1.2,CECPQ1,ECDSA,ChaCha20(256),AEAD,
0x16B9,,TLS_CECPQ1_RSA_WITH_AES_256_GCM_SHA384,TLSv1.2,CECPQ1,RSA,AESGCM(256),AEAD,
0x16BA,,TLS_CECPQ1_ECDSA_WITH_AES_256_GCM_SHA384,TLSv1.2,CECPQ1,ECDSA,AESGCM(256),AEAD,
0x1301,TLS_AES_128_GCM_SHA256,TLS_AES_128_GCM_SHA256,TLSv1.3,any,any,AESGCM(128),AEAD,
0x1304,TLS_AES_128_CCM_SHA256,TLS_AES_128_CCM_SHA256,TLSv1.3,any,any,AESCCM(128),AEAD,
0x1305,TLS_AES_128_CCM_8_SHA256,TLS_AES_128_CCM_8_SHA256,TLSv1.3,any,any,AESCCM8(128),AEAD,
0xC02F,ECDHE-RSA-AES128-GCM-SHA256,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,TLSv1.2,ECDH,RSA,AESGCM(128),AEAD,
0xC02B,ECDHE-ECDSA-AES128-GCM-SHA256,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,TLSv1.2,ECDH,ECDSA,AESGCM(128),AEAD,
0xC027,ECDHE-RSA-AES128-SHA256,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256,TLSv1.2,ECDH,RSA,AES(128),SHA256,
0xC023,ECDHE-ECDSA-AES128-SHA256,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA256,TLSv1.2,ECDH,ECDSA,AES(128),SHA256,
0xC013,ECDHE-RSA-AES128-SHA,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,SSLv3,ECDH,RSA,AES(128),SHA1,
0xC009,ECDHE-ECDSA-AES128-SHA,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA,SSLv3,ECDH,ECDSA,AES(128),SHA1,
0xC01F,SRP-DSS-AES-128-CBC-SHA,TLS_SRP_SHA_DSS_WITH_AES_128_CBC_SHA,SSLv3,SRP,DSS,AES(128),SHA1,
0xC01E,SRP-RSA-AES-128-CBC-SHA,TLS_SRP_SHA_RSA_WITH_AES_128_CBC_SHA,SSLv3,SRP,RSA,AES(128),SHA1,
0xC01D,SRP-AES-128-CBC-SHA,TLS_SRP_SHA_WITH_AES_128_CBC_SHA,SSLv3,SRP,SRP,AES(128),SHA1,
0x00A4,DH-DSS-AES128-GCM-SHA256,TLS_DH_DSS_WITH_AES_128_GCM_SHA256,TLSv1.2,DH/DSS,DH,AESGCM(128),AEAD,
0x00A2,DHE-DSS-AES128-GCM-SHA256,TLS_DHE_DSS_WITH_AES_128_GCM_SHA256,TLSv1.2,DH,DSS,AESGCM(128),AEAD,
0x00A0,DH-RSA-AES128-GCM-SHA256,TLS_DH_RSA_WITH_AES_128_GCM_SHA256,TLSv1.2,DH/RSA,DH,AESGCM(128),AEAD,
0x009E,DHE-RSA-AES128-GCM-SHA256,TLS_DHE_RSA_WITH_AES_128_GCM_SHA256,TLSv1.2,DH,RSA,AESGCM(128),AEAD,
0xC0AE,ECDHE-ECDSA-AES128-CCM8,TLS_ECDHE_ECDSA_WITH_AES_128_CCM_8,TLSv1.2,ECDH,ECDSA,AESCCM8(128),AEAD,
0xC0AC,ECDHE-ECDSA-AES128-CCM,TLS_ECDHE_ECDSA_WITH_AES_128_CCM,TLSv1.2,ECDH,ECDSA,AESCCM(128),AEAD,
0xC0A2,DHE-RSA-AES128-CCM8,TLS_DHE_RSA_WITH_AES_128_CCM_8,TLSv1.2,DH,RSA,AESCCM8(128),AEAD,
0xC09E,DHE-RSA-AES128-CCM,TLS_DHE_RSA_WITH_AES_128_CCM,TLSv1.2,DH,RSA,AESCCM(128),AEAD,
0x00AC,RSA-PSK-AES128-GCM-SHA256,TLS_RSA_PSK_WITH_AES_128_GCM_SHA256,TLSv1.2,RSAPSK,RSA,AESGCM(128),AEAD,
0x00AA,DHE-PSK-AES128-GCM-SHA256,TLS_DHE_PSK_WITH_AES_128_GCM_SHA256,TLSv1.2,DHEPSK,PSK,AESGCM(128),AEAD,
0xC0AA,DHE-PSK-AES128-CCM8,TLS_PSK_DHE_WITH_AES_128_CCM_8,TLSv1.2,DHEPSK,PSK,AESCCM8(128),AEAD,
0xC0A6,DHE-PSK-AES128-CCM,TLS_DHE_PSK_WITH_AES_128_CCM,TLSv1.2,DHEPSK,PSK,AESCCM(128),AEAD,
0xC0A0,AES128-CCM8,TLS_RSA_WITH_AES_128_CCM_8,TLSv1.2,RSA,RSA,AESCCM8(128),AEAD,
0xC09C,AES128-CCM,TLS_RSA_WITH_AES_128_CCM,TLSv1.2,RSA,RSA,AESCCM(128),AEAD,
0x00A8,PSK-AES128-GCM-SHA256,TLS_PSK_WITH_AES_128_GCM_SHA256,TLSv1.2,PSK,PSK,AESGCM(128),AEAD,
